"July 25, 2017 /  8:56 PM / 10 hours ago",Wall Street regulator sets sights on digital coin offerings,Gertrude Chavez-Dreyfuss & Anna Irrera,http://www.reuters.com/article/us-usa-sec-digital-idUSKBN1AA2OL,"(Reuters) - Wall Street's main regulator said on Tuesday that initial coin offerings (ICOs), a means of crowdfunding for blockchain technology companies, should be subject to the same safeguards required in traditional securities sales.  ICOs have become a bonanza for digital currency entrepreneurs, allowing them to raise millions quickly by creating and selling digital ""tokens"" with no regulatory oversight.  But the Securities and Exchange Commission (SEC) has said that the tokens can be considered securities, and therefore, may need to be registered unless a valid exemption applies.  ""The innovative technology behind these virtual transactions does not exempt securities offerings and trading platforms from the regulatory framework designed to protect investors and the integrity of the markets,"" said Stephanie Avakian, the co-director of the SEC's enforcement division.  The decision reminds blockchain startups that they cannot ignore investor protections, and could make some potentially more cautious about fundraising via coin sales in the United States.  By mid-July, tech firms raised about $1.1 billion in 89 coin sales this year, roughly 10 times more than that in the whole of 2016, according to data compiled for Reuters by crypto-currency research firm Smith + Crown.  And this year alone, there are 110 upcoming ICOS, according to tokendat.io, a website that tracks token sales.  ""This is a shot across the bow for many of these ICOs,"" said Preston Byrne, a technology attorney who specializes in virtual currencies. ""I think it ruins the party in the U.S. for sure.""  Some ICOs have drawn criticism because they failed to accurately disclose token distribution, such as what proportion of tokens would be held by founders or whether the offering would be capped.   As many of these tokens are then listed and traded on virtual currency exchanges, large holders could in theory have the firepower to control the price.   Critics have also warned that projects often lack realistic business plans or are being led by individuals who do not have enough experience.  The SEC's decision was released in an investigative report into a virtual organization known as The DAO. The DAO was created in April 2016 by a blockchain company called Slock.it.   A blockchain is an online ledger of transactions maintained by a network of computers, which gained prominence as the technology that underpinned digital currencies such as bitcoin.  The DAO was designed as a decentralized crowdfunding model in which anyone could contribute ethereum tokens to be a voting member and have an equity stake in the organization. Ethereum is another cryptocurrency.   Although it raised $150 million as of late May last year, an anonymous hacker later funneled $60 million of the tokens into a separate account.  The SEC said in its report it has decided not to bring civil charges at the end of its probe into The DAO, but instead use the case as a cautionary tale for the market. "
"July 25, 2017 /  8:56 PM / 10 hours ago",Wall Street regulator sets sights on digital coin offerings,Gertrude Chavez-Dreyfuss & Anna Irrera,http://www.reuters.com/article/usa-sec-digital-idUSL1N1KG1XR,"(Reuters) - Wall Street's main regulator said on Tuesday that initial coin offerings (ICOs), a means of crowdfunding for blockchain technology companies, should be subject to the same safeguards required in traditional securities sales.  ICOs have become a bonanza for digital currency entrepreneurs, allowing them to raise millions quickly by creating and selling digital ""tokens"" with no regulatory oversight.  But the Securities and Exchange Commission (SEC) has said that the tokens can be considered securities, and therefore, may need to be registered unless a valid exemption applies.  ""The innovative technology behind these virtual transactions does not exempt securities offerings and trading platforms from the regulatory framework designed to protect investors and the integrity of the markets,"" said Stephanie Avakian, the co-director of the SEC's enforcement division.  The decision reminds blockchain startups that they cannot ignore investor protections, and could make some potentially more cautious about fundraising via coin sales in the United States.  By mid-July, tech firms raised about $1.1 billion in 89 coin sales this year, roughly 10 times more than that in the whole of 2016, according to data compiled for Reuters by crypto-currency research firm Smith + Crown.  And this year alone, there are 110 upcoming ICOS, according to tokendat.io, a website that tracks token sales.  ""This is a shot across the bow for many of these ICOs,"" said Preston Byrne, a technology attorney who specializes in virtual currencies. ""I think it ruins the party in the U.S. for sure.""  Some ICOs have drawn criticism because they failed to accurately disclose token distribution, such as what proportion of tokens would be held by founders or whether the offering would be capped.   As many of these tokens are then listed and traded on virtual currency exchanges, large holders could in theory have the firepower to control the price.   Critics have also warned that projects often lack realistic business plans or are being led by individuals who do not have enough experience.  The SEC's decision was released in an investigative report into a virtual organization known as The DAO. The DAO was created in April 2016 by a blockchain company called Slock.it.   A blockchain is an online ledger of transactions maintained by a network of computers, which gained prominence as the technology that underpinned digital currencies such as bitcoin.  The DAO was designed as a decentralized crowdfunding model in which anyone could contribute ethereum tokens to be a voting member and have an equity stake in the organization. Ethereum is another cryptocurrency.   Although it raised $150 million as of late May last year, an anonymous hacker later funneled $60 million of the tokens into a separate account.  The SEC said in its report it has decided not to bring civil charges at the end of its probe into The DAO, but instead use the case as a cautionary tale for the market. "
"July 25, 2017 /  11:12 PM / 14 hours ago",Investment in UK fintech tops pre-Brexit levels in first half of 2017,Jemima Kelly,http://www.reuters.com/article/us-britain-fintech-investment-idUSKBN1AA2VN,"LONDON (Reuters) - Over half a billion dollars were poured into British financial technology companies in the first half of 2017, over a third more than the same period last year, trade body Innovate Finance said on Wednesday, in the latest sign the fast-growing sector is so far weathering Brexit.   UK-based fintech startups pulled in $564 million of venture capital investment in the first six months of the year, more than half of which came from outside Britain.  That was up 37 percent from the first half of 2016, and put Britain in third place globally for fintech investment, behind the United States and China.  Some had worried that Britain's vote last June to leave the European Union would see Britain lose its status as the main European hub for fintech - a sector that ranges from mobile payment apps to digital currencies like bitcoin, and one that the government regards as a key source of economic growth.   The latest figures paint a promising picture, with investment up almost 50 percent on the second half of last year in the aftermath of the Brexit vote.  That still lags 2015, when a record $676 million was invested in the first half of the year and over $1.3 billion for the entire year. But from July 1 to July 23, the sector has already raised another $155 million.    ""We saw a period of uncertainty over the summer last year but I would say that by around the third quarter, things were starting to recover,"" Innovate Finance's chief financial officer, Abdul Haseeb Basit, told Reuters.   ""Things have slowed but we've seen an improving recovery since the referendum last year.""   The government has identified fintech as a priority area, saying it provides 60,000 jobs and contributes around $9 billion to the economy.   Basit said some deals had term sheets that included ""Brexit clauses"" - contractual provisions that meant investment was contingent on Britain voting to stay in the European Union - that had been triggered after the Brexit vote and meant funding had been pulled, causing concern.  But investors say Britain's prowess in both conventional finance and technology, as well as light-touch regulation, its pro-business culture and even the fact that it is Anglophone make it difficult for other centres to compete, though many - such as Berlin and Paris - are trying.  Basit said while passporting rights - which give firms licenced in one EU country the right to trade freely in any other - had been a big concern for investors after Brexit, those worries had eased. Even if Britain loses passporting rights, that would affect only 20 percent of the almost 300 startups that are members of Innovate Finance.   More of a worry, he said, was that access to highly skilled workers would dry up when Britain leaves the EU. Innovate Finance has estimated 30 percent of the sector's workers are from overseas, mostly from the European Union.  ""Talent is the number one concern, and has been consistently since the referendum - we test (our members on) that every three to six months. So that's been fairly consistent - it's been a worry and until we have more certainty around that, it will remain a worry,"" he said.  Globally, fintech investment for the first half of the year stood at $6.5 billion. Just over half that went into U.S. startups and $1 billion into China.   That was down 45 percent from the same period last year, but Innovate Finance said that was largely because of three Chinese ""megadeals"" worth more than $1 billion each that had all gone through in early 2016.  A third of the investment into British fintech came from venture capital firms based in the United States.    ""There is a lot of competition in the investment space - there's a lot of capital available and it's looking for good companies to invest in,"" said Basit. ""Were they to not invest in UK companies, they feel like they might miss an opportunity. The appetite is still strong."" "
"July 25, 2017 /  11:12 PM / 14 hours ago",Investment in UK fintech tops pre-Brexit levels in first half of 2017,Jemima Kelly,http://www.reuters.com/article/britain-fintech-investment-idUSL5N1KC25Y,"LONDON (Reuters) - Over half a billion dollars were poured into British financial technology companies in the first half of 2017, over a third more than the same period last year, trade body Innovate Finance said on Wednesday, in the latest sign the fast-growing sector is so far weathering Brexit.   UK-based fintech startups pulled in $564 million of venture capital investment in the first six months of the year, more than half of which came from outside Britain.  That was up 37 percent from the first half of 2016, and put Britain in third place globally for fintech investment, behind the United States and China.  Some had worried that Britain's vote last June to leave the European Union would see Britain lose its status as the main European hub for fintech - a sector that ranges from mobile payment apps to digital currencies like bitcoin, and one that the government regards as a key source of economic growth.   The latest figures paint a promising picture, with investment up almost 50 percent on the second half of last year in the aftermath of the Brexit vote.  That still lags 2015, when a record $676 million was invested in the first half of the year and over $1.3 billion for the entire year. But from July 1 to July 23, the sector has already raised another $155 million.    ""We saw a period of uncertainty over the summer last year but I would say that by around the third quarter, things were starting to recover,"" Innovate Finance's chief financial officer, Abdul Haseeb Basit, told Reuters.   ""Things have slowed but we've seen an improving recovery since the referendum last year.""   The government has identified fintech as a priority area, saying it provides 60,000 jobs and contributes around $9 billion to the economy.   Basit said some deals had term sheets that included ""Brexit clauses"" - contractual provisions that meant investment was contingent on Britain voting to stay in the European Union - that had been triggered after the Brexit vote and meant funding had been pulled, causing concern.  But investors say Britain's prowess in both conventional finance and technology, as well as light-touch regulation, its pro-business culture and even the fact that it is Anglophone make it difficult for other centres to compete, though many - such as Berlin and Paris - are trying.  Basit said while passporting rights - which give firms licenced in one EU country the right to trade freely in any other - had been a big concern for investors after Brexit, those worries had eased. Even if Britain loses passporting rights, that would affect only 20 percent of the almost 300 startups that are members of Innovate Finance.   More of a worry, he said, was that access to highly skilled workers would dry up when Britain leaves the EU. Innovate Finance has estimated 30 percent of the sector's workers are from overseas, mostly from the European Union.  ""Talent is the number one concern, and has been consistently since the referendum - we test (our members on) that every three to six months. So that's been fairly consistent - it's been a worry and until we have more certainty around that, it will remain a worry,"" he said.  Globally, fintech investment for the first half of the year stood at $6.5 billion. Just over half that went into U.S. startups and $1 billion into China.   That was down 45 percent from the same period last year, but Innovate Finance said that was largely because of three Chinese ""megadeals"" worth more than $1 billion each that had all gone through in early 2016.  A third of the investment into British fintech came from venture capital firms based in the United States.    ""There is a lot of competition in the investment space - there's a lot of capital available and it's looking for good companies to invest in,"" said Basit. ""Were they to not invest in UK companies, they feel like they might miss an opportunity. The appetite is still strong."" "
"July 25, 2017 /  8:52 PM / in 14 hours","SEC declares digital assets can be ""securities"" under U.S. law",Sarah N. Lynch & Gertrude Chavez-Dreyfuss,http://www.reuters.com/article/usa-sec-digital-idUSL1N1KG1XU,"WASHINGTON (Reuters) - Wall Street's main regulator said on Tuesday that initial coin offerings (ICOs), a means of crowdfunding for blockchain technology companies, should be subject to the same safeguards required in traditional securities sales.  ICOs have become a bonanza for digital currency entrepreneurs by allowing them to raise millions quickly by creating and selling digital ""tokens"" with no regulatory oversight.  But the Securities and Exchange Commission (SEC) has declared that the tokens can be considered securities, and therefore, may be need to be registered unless a valid exemption applies.  The decision means that blockchain startups can no longer ignore investor protections, making it potentially more difficult for them to fundraise via coin sales.  By mid-July, tech firms raised about $1.1 billion in 89 coin sales this year, roughly 10 times more than that in the whole of 2016, according to data compiled for Reuters by crypto-currency research firm Smith + Crown.  The SEC's decision was released in an investigative report into a virtual organization known as The DAO. The DAO was created in April 2016 by a blockchain solutions company called Slock.it.  A blockchain is an online ledger of transactions maintained by a network of computers which gained prominence as the technology that underpinned digital currencies such as bitcoin.  The DAO was designed as a decentralized crowdfunding model in which anyone could contribute ethereum tokens to be a voting member and have an equity stake in the organization. Ethereum is another cryptocurrency.  Although it raised $150 million as of late May last year, an anonymous hacker later funneled $60 million of the tokens into a separate account.  The SEC said in its report it has decided not to bring civil charges at the end of its probe into The DAO, but instead use the case as a cautionary tale for the market."
"July 25, 2017 /  1:31 PM / a day ago",BRIEF-Bitcoin Group H1 sales up to EUR 1.8 mln,,http://www.reuters.com/article/brief-bitcoin-group-h1-sales-up-to-eur-idUSFWN1KG0O5,"July 25 (Reuters) - BITCOIN GROUP SE:  * H1 SALES OF EUR 1.770 MILLION VERSUS EUR 775 THOUSAND YEAR AGO​  * H1 EARNINGS UP 240.16% BEFORE TAX; WHICH CORRESPONDS TO TEUR 1,220 COMPARED TO EUR 359 THOUSAND YEAR AGO Source text for Eikon: Further company coverage: (Gdynia Newsroom)"
"July 24, 2017 /  8:36 PM / 2 days ago",LedgerX gets U.S. approval for derivatives on digital currencies,Gertrude Chavez-Dreyfuss,http://www.reuters.com/article/usa-cftc-digitalcurrency-idUSL1N1KF1H0,"NEW YORK (Reuters) - The U.S. Commodity Futures Commission said on Monday it has granted New York-based LedgerX, a bitcoin options exchange, the first license to clear and settle derivative contracts for digital currencies.  The license authorizes LedgerX to provide clearing services for fully collateralized digital currency swaps. LedgerX, which was also granted a license to operate as a swap execution facility early this month, initially plans to clear bitcoin options, the CFTC said in a statement.  The CFTC, however, also clarified in its statement that the approval of LedgerX's license ""does not constitute or imply a commission endorsement of the use of digital currency generally, or bitcoin specifically.""  With the settlement and clearing license, participants in the LedgerX trading platform will be able to hedge bitcoin and other digital currencies using exchange-traded and centrally cleared option contracts. Initially, LedgerX expects to list one- to six-month options contracts for bitcoin. Other digital currency contracts such as ethereum (ETH) options are expected to follow.  Ethereum is another online public ledger much like bitcoin, but with self-executing transactions.  ""Having a regulated clearing house will open the market to a lot of other investors such as the large institutions,"" said Paul Chou, chief executive officer of LedgerX, in an interview.  ""A proper regulatory framework will open up the market and make them comfortable.""  The license took more than two years to win approval partly because of a long education process, said Chou, who also sits on the CFTC's Technology Advisory Committee.  To get the clearing license, LedgerX secured $11.4 million in funding in May led by Miami International Holdings Inc and China's Huiyin Blockchain Venture Investments.  ""We are seeing strong demand from institutions that previously could not participate in the bitcoin market due to compliance restrictions against unregulated venues,"" said Chou.  He said fund managers want to hold financial instruments that are not correlated with the broader equity market, and digital currencies meet that need.  Founded in 2013, LedgerX first received a temporary approval to operate as a swap execution facility in 2015."
"July 24, 2017 /  7:49 PM / 2 days ago",LedgerX gets U.S. approval for derivatives on digital currencies,Gertrude Chavez-Dreyfuss,http://www.reuters.com/article/us-usa-cftc-digitalcurrency-idUSKBN1A92FZ,"NEW YORK (Reuters) - The U.S. Commodity Futures Commission said on Monday it has granted New York-based LedgerX, a bitcoin options exchange, the first license to clear and settle derivative contracts for digital currencies.  The license authorizes LedgerX to provide clearing services for fully collateralized digital currency swaps. LedgerX, which was also granted a license to operate as a swap execution facility early this month, initially plans to clear bitcoin options, the CFTC said in a statement.  The CFTC, however, also clarified in its statement that the approval of LedgerX's license ""does not constitute or imply a commission endorsement of the use of digital currency generally, or bitcoin specifically.""  With the settlement and clearing license, participants in the LedgerX trading platform will be able to hedge bitcoin and other digital currencies using exchange-traded and centrally cleared option contracts. Initially, LedgerX expects to list one- to six-month options contracts for bitcoin. Other digital currency contracts such as ethereum (ETH) options are expected to follow.   Ethereum is another online public ledger much like bitcoin, but with self-executing transactions.  ""Having a regulated clearing house will open the market to a lot of other investors such as the large institutions,"" said Paul Chou, chief executive officer of LedgerX, in an interview.   ""A proper regulatory framework will open up the market and make them comfortable.""  The license took more than two years to win approval partly because of a long education process, said Chou, who also sits on the CFTC's Technology Advisory Committee.  To get the clearing license, LedgerX secured $11.4 million in funding in May led by Miami International Holdings Inc and China's Huiyin Blockchain Venture Investments.  ""We are seeing strong demand from institutions that previously could not participate in the bitcoin market due to compliance restrictions against unregulated venues,"" said Chou.  He said fund managers want to hold financial instruments that are not correlated with the broader equity market, and digital currencies meet that need.    Founded in 2013, LedgerX first received a temporary approval to operate as a swap execution facility in 2015. "
"July 24, 2017 /  7:49 PM / 2 days ago",LedgerX gets U.S. approval for derivatives on digital currencies,Gertrude Chavez-Dreyfuss,http://www.reuters.com/article/usa-cftc-digitalcurrency-idUSL1N1KF1BD,"NEW YORK (Reuters) - The U.S. Commodity Futures Commission said on Monday it has granted New York-based LedgerX, a bitcoin options exchange, the first license to clear and settle derivative contracts for digital currencies.  The license authorizes LedgerX to provide clearing services for fully collateralized digital currency swaps. LedgerX, which was also granted a license to operate as a swap execution facility early this month, initially plans to clear bitcoin options, the CFTC said in a statement.  The CFTC, however, also clarified in its statement that the approval of LedgerX's license ""does not constitute or imply a commission endorsement of the use of digital currency generally, or bitcoin specifically.""  With the settlement and clearing license, participants in the LedgerX trading platform will be able to hedge bitcoin and other digital currencies using exchange-traded and centrally cleared option contracts. Initially, LedgerX expects to list one- to six-month options contracts for bitcoin. Other digital currency contracts such as ethereum (ETH) options are expected to follow.   Ethereum is another online public ledger much like bitcoin, but with self-executing transactions.  ""Having a regulated clearing house will open the market to a lot of other investors such as the large institutions,"" said Paul Chou, chief executive officer of LedgerX, in an interview.   ""A proper regulatory framework will open up the market and make them comfortable.""  The license took more than two years to win approval partly because of a long education process, said Chou, who also sits on the CFTC's Technology Advisory Committee.  To get the clearing license, LedgerX secured $11.4 million in funding in May led by Miami International Holdings Inc and China's Huiyin Blockchain Venture Investments.  ""We are seeing strong demand from institutions that previously could not participate in the bitcoin market due to compliance restrictions against unregulated venues,"" said Chou.  He said fund managers want to hold financial instruments that are not correlated with the broader equity market, and digital currencies meet that need.    Founded in 2013, LedgerX first received a temporary approval to operate as a swap execution facility in 2015. "
"July 24, 2017 /  7:47 PM / 2 days ago","CFTC approves LedgerX license to clear, settle digital currency derivative contracts",,http://www.reuters.com/article/usa-cftc-digitalcurrency-idUSL1N1KB11U,"NEW YORK, July 24 (Reuters) - The U.S. Commodity Futures Commission said on Monday it has granted New York-based LedgerX, a bitcoin options exchange, the first ever license to clear and settle derivative contracts for digital currencies.  The license authorizes LedgerX to provide clearing services for fully-collateralized digital currency swaps. LedgerX, which was also granted a license to operate as a swap execution facility early this month initially plans to clear bitcoin options, the CFTC said in a statement. "
